Chr11	TSSStart	TSSStop	GeneName	P4D7F4_R1	P4D7F4_R2	Ev9D_R1	Ev9D_R2	Ev12A_R1	Ev12A_R2	MiniXist_R1	MiniXist_R2	DelB_MiniXist_R1	DelB_MiniXis_R2	739D12_R1	739D12_R2	CL3_DelR1N_FBC_R1	CL3_DelR1N_FBC_R2	CL6_DelBFLXist_R1	CL6_DelBFLXist_R2
chr11	78245702	78245703	Supt6	0	0	0	0	0.0307	0.2194	0.1725	0.2406	0	0	0.231178212	0	0.022367741	0.007290672	0	0
chr11	78245745	78245746	Sdf2	0	0.02201845	0.070199382	0.052850222	0	0	0.082	0.0679	0.0606	0.0131	0	0	0	0	0.06469379	0
chr11	78261753	78261754	2610507B11Rik	0	0.090217576	0	0	0	0	0.0517	0.0043	0	0	0	0	0	0	0.004255706	0
chr11	78301590	78301591	Spag5	0	0	0	0	0.0673	0.1324	0.2259	0.0423	0	0	0.565753605	0.669472051	0	0	0.002118569	0.027699393
chr11	78324197	78324198	Aldoc	0	0	0	0	0	0	0	0.1328	0.2223	0.3583	1	1	0	0	0.013503226	0.107866186
chr11	78328421	78328422	Pigs	0	0	0	0	0.2084	0	0	0.0013	0	0	1	0.062130506	0	0	0	0.014770275
chr11	78343521	78343522	Unc119	0	0	0	0.141904257	0.2403	0.1863	0	0	0.016	0.3627	0	0	0	0	0	0
chr11	78465700	78465701	Slc46a1	0	0.021238494	0	0.154946267	0.3908	0.1441	0.0382	0	0.3128	0	0	0	0.029400706	0	0.086620689	0.115267478
chr11	78497753	78497754	Sarm1	0.06383002	0	0.058607318	0.197850911	0.2609	0.1929	0.279	0.3051	0	0	0	0.394343673	0	0	0.029999563	0
chr11	78512167	78512168	Tmem199	0.017514532	0	0	0	0.2585	0.1443	0.0277	0.1513	0.091	0.2485	0	0	0	0.051229413	0	0.060770028
chr11	78512295	78512296	Poldip2	0.088789781	0.139036232	0	0	0.0656	0.0719	0.0942	0.0459	0.1034	0.0598	0.726065359	0.970785032	0.003573578	0	0	0
chr11	78536259	78536260	Tnfaip1	0	0	0	0	0	0	0.05	0.0235	0.057	0	0	0	0.018905091	0.208384734	0	0
chr11	78536435	78536436	Ift20	0.01104383	0.027044458	0	0	0.0703	0.0167	0.0187	0	0	0	0	0.445773147	0	0	0	0.014262077
chr11	78550734	78550735	Tmem97	0.013790426	0.015056793	0	0.114492414	0.1335	0.0363	0	0.0164	0.0507	0.0585	0.229757712	0.312474246	0	0	0	0.010293567
chr11	78697424	78697425	Nlk	0	0.076626794	0.005053935	0.06293502	0.1949	0.3106	0.0585	0	0.0233	0.0123	0	0.018775079	0	0	0.113039319	0.014788035
chr11	78751728	78751729	Fam58b	0.388854736	0.49993862	0	0	0	0	0	0.2535	0	0.5348	0.692239491	1	0	0	0	0.020891163
chr11	78826594	78826595	Lyrm9	0	0	0.228580046	0	0	0.0586	0.239	0.1131	0	0	1	1	0	0	0	0
chr11	78984923	78984924	Lgals9	0	0	0	0	0.5403	0	0.8852	0.591	0.4573	0.4752	1	0	0	0	0.124644962	0
chr11	79146353	79146354	Ksr1	0	0	0	0.077355302	0.4012	0.1652	0.2676	0.3565	0	0	0.1296193	0.250924465	0.078407387	0.033430717	0.033350185	0.014375081
chr11	79254694	79254695	Wsb1	0.01360578	0.108820523	0	0.126913568	0.1176	0.0648	0.0308	0	0	0.0607	0.321781723	0.037938435	0	0.038165923	0	0.067955132
chr11	79339891	79339892	Nf1	0	0	0	0	0.165	0.1383	0.0609	0.0734	0.1333	0.1178	0.020079376	0	0	0	0	0
chr11	79591211	79591212	Rab11fip4	0.1098686	0.054633429	0	0	0.247	0.2282	0.1603	0.1064	0	0.0695	0	0.214263428	0	0	0.03553508	0
chr11	79962386	79962387	Utp6	0.12318088	0	0.147520866	0.225809843	0	0	0	0	0.1224	0.0882	0	0.297108762	0.080388998	0	0	0.04630971
chr11	79993105	79993106	Suz12	0.012820181	0.008717808	0	0.092729185	0.0546	0	0.0054	0	0.0638	0.0184	0.015764151	0	0	0	0.033970832	0.015297845
chr11	80080990	80080991	Crlf3	0.11126592	0.030133694	0.120551844	0	0.1803	0.0936	0	0	0	0	0.076551949	0	0.05499962	0	0.10785754	0.086533269
chr11	80089399	80089400	Atad5	0.007959935	0.036733759	0	0	0.2738	0.1053	0.0239	0.0118	0	0.0057	0.016943682	0.354764296	0	0	0	0
chr11	80142152	80142153	Tefm	0.264314718	0.169941982	0.045475076	0	0.4492	0.2901	0	0	0	0	0	0.271715231	0	0	0	0.051058472
chr11	80154161	80154162	Adap2	0.046185251	0.301918691	0.353602537	0.209111704	0.5571	0.0387	0	0	0	0	1	0	0	0	0	0.003204255
chr11	80183871	80183872	Rnf135	0	0	0	0	0.0427	0.1552	0.1561	0.2226	0	0	0	0	0	0	0	0
chr11	80209054	80209055	Rhot1	0.028304826	0	0	0	0.0622	0.0022	0.0755	0.1062	0	0	0.137011435	0.060286183	0	0	0	0.00143095
chr11	80378014	80378015	5730455P16Rik	0.279557773	0	0	0	0	0	0.5007	0	0.1724	0	0	0	0	0.10809153	0	0
chr11	80383278	80383279	Zfp207	0.568352317	0.196248337	0	0.132131971	0.2707	0.3605	0	0.0895	0	0	0	0	0	0	0.858912669	0.785023506
chr11	80428614	80428615	Psmd11	0.829212178	0.183002584	0.196184038	0.018944996	0.2223	0	0	0	0	0.1018	0	0.526515386	0.472901868	0.10259663	0.123533942	0
chr11	80780024	80780025	Myo1d	0	0	0	0.006301447	0.2911	0.0806	0.2231	0.2491	0.0158	0.0075	0.123535472	0.06449479	0.068135343	0	0	0
chr11	80810414	80810415	Tmem98	0.054757649	0	0	0.15566896	0.4798	0.761	0.3046	0.0362	0	0.057	1	0.704691487	0	0	0	0.029498772
chr11	81968395	81968396	Asic2	0.040795787	0	0	0	0.3291	0	0	0.6355	0	0.3702	0.365195049	0.495783526	0	0.01845025	0	0
chr11	82764320	82764321	Cct6b	0.183511699	0.126623355	0.235059501	0.617898492	0	0	0	0.054	0.0106	0	1	0.411761423	0	0	0	0
chr11	82764344	82764345	Zfp830	0.026360985	0.081570603	0	0	0.0817	0	0	0	0.0158	0.0703	0	0	0	0	0	0
chr11	82781108	82781109	Lig3	0	0.007970533	0.027734421	0.0783726	0.0388	0	0.0127	0.1016	0.1366	0.1299	0.056887116	0	0	0	0.006205459	0
chr11	82871209	82871210	Rffl	0.038181354	0	0	0.00756352	0.1084	0.0693	0.097	0.2125	0	0	0.462400264	0	0.405101201	0.465159787	0.014259372	0.04634652
chr11	82890623	82890624	Rad51d	0.073610166	0.106319605	0.102566798	0.468432708	0.0705	0	0.2644	0.2368	0.07	0	0	0	0	0.050954199	0.057694946	0
chr11	82908394	82908395	Nle1	0	0	0.037719426	0.109917838	0.1606	0.0285	0.1752	0.1827	0	0	0	0	0	0	0.009514984	0.007586954
chr11	82911252	82911253	Unc45b	0.383860081	0.175800108	0	0.916590484	0	0	0.527	0	0	0	0	0	0	0	0.567159461	0.867220841
chr11	83291698	83291699	AA465934	0.152748315	0.099170561	0.146783376	0.443666332	0.0974	0	0.2905	0.2134	0.0006	0.2507	0	0	0	0	0	0.049714816
chr11	83298976	83298977	Pex12	0.2591811	0	0	0	0.1964	0	0	0.1516	0.2171	0.5423	0.051859117	0.39077661	0.328213506	0.097746345	0	0
chr11	83302696	83302697	Ap2b1	0	0	0	0	0.0494	0.0889	0.0544	0.0556	0	0	0.094096818	0.040540552	0	0	0	0
chr11	83473107	83473108	Taf15	0.039104437	0	0	0.056965956	0.0585	0.1601	0.1377	0.0507	0	0	0	0.038468851	0	0	0	0
chr11	83582060	83582061	E230016K23Rik	0.116007636	0	0	0.134085159	0	0	0	0.0561	0	0	0.776973054	1	0	0	0	0
chr11	83753636	83753637	Heatr6	0.089509544	0	0.008054642	0.150754221	0	0	0.053	0	0	0	0.142843577	3.62E-05	0.075215343	0	0	0
chr11	83850868	83850869	Hnf1b	0.562145897	0.689742412	0	0	0	0.205	0.375	0.3983	0	0	0.387003336	1	0.068214928	0.156110217	0.510898236	0.083689341
chr11	83942089	83942090	Ddx52	0.007508703	0	0.145591991	0.162502195	0.1304	0	0.1136	0.0495	0.0139	0.0586	0	0	0	0	0	0.016701988
chr11	83964430	83964431	Synrg	0.031929286	0.071700365	0	0	0.1672	0.0277	0.0253	0	0	0	0	0	0	0	0	0.022731475
chr11	84068356	84068357	Dusp14	0.256160741	0.14635902	0.31257083	0	0	0.0236	0.3769	0.0837	0.1742	0.0586	0.041159714	0	0	0.10153961	0	0
chr11	84129567	84129568	Tada2a	0	0	0.186436568	0.202667187	0.0137	0.0645	0.0392	0.023	0.0338	0.0258	0.115274117	0.040723095	0	0	0.070793902	0
chr11	84195437	84195438	Acaca	0.066598626	0.12470788	0.008833603	0.030503216	0.1185	0.1625	0.091	0.1596	0	0	0	0	0	0	0	0
chr11	84513500	84513501	Aatf	0.026443718	0	0.032099393	0.06306679	0.109	0.1166	0.0459	0.0462	0	0	0.068408929	0.070364458	0	0	0	0
chr11	84819514	84819515	Mrm1	0	0.030976901	0	0	0	0.0572	0	0	0	0	0	0	0	0	0	0
chr11	84829002	84829003	Dhrs11	0	0.004962737	0	0.113288347	0.0433	0	0	0.3486	0	0.0335	0.225156059	0	0.055610452	0	0	0
chr11	84870737	84870738	Ggnbp2	0	0	0.020746073	0	0.362	0.2547	0.0199	0.2199	0.1062	0.0766	0.0929821	0.059207009	0	0	0	0.054660625
chr11	84880219	84880220	Myo19	0	0	0.269956956	0.052602969	0.1312	0.0704	0.0993	0.1255	0	0.0271	0.042051897	0	0	0	0	0
chr11	84880284	84880285	Pigw	0	0	0.001168748	0.087129539	0	0	0.1838	0	0.1348	0	0	0	0	0	0	0
chr11	84916355	84916356	Znhit3	0.046397373	0.032170403	0.132716155	0.092118919	0.1188	0	0.0536	0.1174	0	0.1595	0	0	0	0	0	0
chr11	84957753	84957754	Car4	0.01065008	0.15172557	0	0	0.0667	0.0627	0.6756	0.5336	0	0	1	1	0	0	0	0.057043168
chr11	85139954	85139955	Usp32	0	0	0.0521086	0	0.0049	0.0561	0	0.0099	0	0	0.086715737	0.022353378	0	0.004355797	0.169064157	0.10054972
chr11	85235119	85235120	Appbp2	0	0.020149467	0.328425753	0.178170703	0.2317	0.1804	0	0.1175	0.0049	0.0661	0	0.013496739	0	0	0.028285698	0.064608252
chr11	85235165	85235166	D630032N06Rik	0	0	0.015520793	0.116480649	0	0.4494	0	0	0	0.0603	0.266088176	0	0.002392754	0.007461639	0	0.020722928
chr11	85311253	85311254	Ppm1d	0	0.070178635	0	0.015049668	0.1022	0.2446	0.2012	0.1435	0.0931	0.0814	0.010394349	0	0	0.03183624	0.136673997	0.14135559
chr11	85353163	85353164	Bcas3	0.004766584	0	0	0.0117322	0	0.0028	0.0584	0.068	0	0	0.00508365	0.007690735	0	0	0	0
chr11	86201192	86201193	Brip1	0.006597885	0	0.128225929	0.088419557	0.0037	0.1464	0.1199	0.107	0.0314	0	0	0	0.004254086	0	0.047044958	0
chr11	86257567	86257568	Ints2	0.026726867	0	0	0	0	0.0393	0.1143	0.1037	0	0.0247	0.31799339	0.507323434	0	0.055390255	0	0.103574644
chr11	86357524	86357525	Med13	0	0	0.010273825	0	0	0	0.0796	0	0	0	0.039037246	0.007606591	0.074413479	0.05623928	0.155372603	0.157527725
chr11	86544806	86544807	Rps6kb1	0	0	0	0.045495623	0.1078	0.1889	0.0499	0	0.0311	0	0.094916197	0.059871885	0.038286082	0.00917715	0	0.013051251
chr11	86544990	86544991	Tubd1	0.054486171	0	0.72858316	0.370089509	0.2469	0.1585	0	0	0	0.3026	0.123059216	0	0	0	0.181507409	0
chr11	86656070	86656071	Mir8115	0.025494791	0.13459155	0	0	0.1529	0.153	0.0665	0.1143	0	0	0	0	0	0	0.05264556	0.041351764
chr11	86683821	86683822	Vmp1	0	0.086071528	0.052828083	0.168975568	0.0922	0.2054	0	0.1299	0	0.0633	0	0	0	0	0.332326172	0.264408988
chr11	86757491	86757492	Cltc	0	0.009596617	0.017141794	0	0.0829	0.1084	0.1265	0.0399	0.0226	0.0162	0	0	0.110551436	0.073401819	0.037878213	0.003818496
chr11	86807659	86807660	Dhx40	0	0.013988119	0	0	0.0145	0.2351	0.0623	0.2962	0	0.0798	0.076965991	0	0	0.158016507	0.108782247	0.141820334
chr11	86993761	86993762	Ypel2	0	0.032711582	0	0	0.1556	0.3557	0.1166	0.3442	0	0.015	0.214694679	0.396389527	0	0.013807268	0.180440386	0.216012353
chr11	87074136	87074137	Gdpd1	0.227735712	0	0	0.075493427	0.3794	0.7729	0.0186	0.263	0	0	0.012699975	0	0.044897644	0.158610977	0	0
chr11	87086776	87086777	Smg8	0	0	0.223654754	0.079362619	0	0.1331	0.062	0.0291	0	0	0.008363351	0.201274613	0	0.074039093	0.009424255	0
chr11	87108713	87108714	Prr11	0.040909503	0.022848867	0	0.071830967	0.2359	0.3264	0.0827	0.1068	0.182	0.1054	0.10559087	0.010398414	0	0	0.045514055	0
chr11	87358993	87358994	Ppm1e	0.017988248	0	0	0	0.7938	0.1152	0.4027	0.907	0.0573	0.5091	0	0.744142764	0.119563303	0.10607285	0	0
chr11	87404953	87404954	Rad51c	0	0	0	0	0.4506	0.3837	0.3245	0	0	0	0	0.409696902	0	0	0	0.320464636
chr11	87405064	87405065	Tex14	0.029202361	0	0	0	0.2868	0.6268	0.2838	0.3926	0.0537	0.0893	0.138817616	0	0	0.07467711	0	0
chr11	87578388	87578389	Sept4	0.281519681	0.052885342	0.195290986	0	0.6857	0.8246	1	0.7315	0.8638	0.3531	0.692854065	0	0	0	0	0.400587822
chr11	87592216	87592217	Mtmr4	0	0	0.12046987	0.019487296	0.136	0.2965	0.1893	0.1406	0	0	0.144310567	0.310340361	0	0	0.017103707	0.086036602
chr11	87617163	87617164	Hsf5	0	0.058376936	0.733827092	0.344637575	0.6943	0.6572	0.8952	0.1916	0	0	0	0.024542453	0.100729471	0.087092879	0.01731405	0.20772723
chr11	87663086	87663087	Rnf43	0.002757189	0	0	0.014372466	0.431	0.2729	0.6843	0.4347	0	0	0.048069366	0	0	0	0	0
chr11	87737564	87737565	Supt4a	0.051277172	0	0	0	0	0.2057	0	0	0	0.022	0.665955312	0.208923789	0.088934758	0.312948628	0	0
chr11	87760540	87760541	Bzrap1	0.256643278	0.291250186	0.239196833	0.228380369	0.2853	0.2807	0.663	0.0975	0.0487	0	1	1	0	0	0.066912269	0.135508765
chr11	87853224	87853225	Mks1	0.100975165	0	0	0	0.47	0.1596	0.438	0.1451	0	0	0	0	0.123659973	0.14303846	0.097326792	0.177707788
chr11	87998297	87998298	Dynll2	0	0	0	0	0.1266	0.1562	0.2935	0.0962	0.1464	0.1212	0.563459288	0.100206945	0.122473538	0.106023991	0.085084458	0.10843399
chr11	88047372	88047373	Srsf1	0.097526955	0.067459731	0.202858005	0.084912407	0.0813	0.1465	0.0107	0.0386	0.0065	0.0665	0.281724505	0.1853398	0	0	0	0
chr11	88068278	88068279	Vezf1	0	0.072257682	0.223814234	0.291627318	0.0152	0.3041	0.1337	0.1953	0.0165	0	0	0.004691651	0	0	0	0.079601975
chr11	88099145	88099146	Cuedc1	0	0.041616776	0	0.155368659	0.6957	0.4999	0.194	0.1446	0	0.0052	0.047121307	0.003196225	0	0	0.099673465	0.028161502
chr11	88194105	88194106	Mrps23	0	0	0.019383797	0.020503454	0.1399	0	0	0.143	0	0	0	0	0.227786636	0.163411551	0.172125283	0
chr11	88718266	88718267	Msi2	0.110674626	0.126772923	0	0	0.2916	0.3711	0.2529	0.2202	0	0	0.022006584	0.03415216	0	0	0.022418999	0.064809833
chr11	88718642	88718643	C030037D09Rik	0	0	0	0	0.0966	0.1772	0.3395	0.4948	0	0.2485	0	0	0.056492999	0.404704876	0	0
chr11	88864585	88864586	Akap1	0.031353784	0	0.143219143	0.097921874	0.1183	0.2015	0.1338	0.2108	0	0	0.411151547	0.384453786	0	0	0	0
chr11	88955441	88955442	Scpep1	0	0	0	0.008758327	0.1021	0.1944	0.1506	0.1195	0	0	0.222615128	0.177024351	0.107117042	0.122807366	0.008382082	0
chr11	88972637	88972638	2210409E12Rik	0.274975359	0.186502639	0.240181201	0.005207419	0.3514	0	0.5236	0.992	0	0	0	0	0	0	0.081044233	0
chr11	88973934	88973935	Coil	0.064098311	0	0	0	0.0719	0.1259	0.1468	0.0891	0	0.1996	0.401425986	0.564563181	0	0	0	0
chr11	88999402	88999403	Trim25	0.102636306	0	0.167327128	0.157303465	0.2911	0.2134	0.1431	0.1499	0.0354	0.0019	0.381075513	0.147538394	0.004507802	0	0.057059185	0.071627694
chr11	89060747	89060748	Dgke	0	0	0.013549879	0	0.2254	0.0848	0.0634	0.0154	0	0	0.062587678	0.206556538	0	0	0.03982421	0.012969499
chr11	90002893	90002894	Pctp	0.017501319	0	0.393280714	0.423348948	0.0039	0.0638	0.2196	0.123	0	0	0	0.199428529	0.094144015	0.123434696	0.10990613	0.010920386
chr11	90249475	90249476	Mmd	0.099606163	0.031548894	0	0	0.0117	0	0.1392	0	0	0	0.219749854	0.337829625	0.056552013	0	0	0.00094236
chr11	90638107	90638108	Stxbp4	0	0	0	0	0	0	0.009	0	0.0194	0.0741	0.050921401	0	0	0	0	0.037234244
chr11	90638183	90638184	Cox11	0.029477302	0	0	0	0	0.0042	0	0	0.1092	0.0615	0.205608637	0.054126354	0.007470569	0	0.007358355	0.050424007
chr11	90687600	90687601	Tom1l1	0	0	0	0	0.1484	0.1725	0	0.1975	0	0	0	0	0	0.017313736	0.109620519	0.085606226
chr11	93885765	93885766	Utp18	0.065050967	0.029949344	0.049624422	0.190476556	0.1281	0.1776	0	0.0465	0	0	0.056121481	0	0	0	0	0
chr11	93886218	93886219	Mbtd1	0	0	0	0	0.1461	0.2145	0.1693	0.2065	0	0	0.05410807	0.154153848	0	0	0	0.029986806
chr11	93956255	93956256	Nme2	0.004824219	0	0.001156001	0	0.0576	0	0.1406	0.2008	0	0.0562	0	0	0	0	0	0
chr11	93968520	93968521	Nme1	0	0	0.100876433	0.066259742	0.1216	0.108	0.0449	0.1012	0	0	0	0.04836658	0.178247789	0.120843941	0.051971778	0.041417225
chr11	93996090	93996091	Spag9	0.019729953	0	0	0	0.0099	0.094	0.0754	0.0838	0.0275	0	0	0	0	0	0.065620768	0.096453056
chr11	94211453	94211454	Tob1	0	0.152320091	0.089852929	0	0	0.0303	0.1836	0.1445	0	0	0	0.092106112	0	0.053509381	0.057040989	0.05360688
chr11	94321910	94321911	Luc7l3	0.033563967	0	0	0	0.1295	0.0592	0.0036	0	0	0.0165	0.041389841	0.090772536	0.061403766	0.026096242	0	0
chr11	94328000	94328001	Ankrd40	0.217984582	0.197824958	0	0.007127558	0.112	0.2022	0.0892	0.1114	0	0	1	1	0.141269585	0.628448557	0	0.16943373
chr11	94392975	94392976	Abcc3	0	0	0	0	0	1	0.5805	0.4092	0	0	1	1	0.591407459	0.356874517	0	0
chr11	94474197	94474198	Cacna1g	0.256488577	0.351332476	0	0	0	0.1914	0.7835	0.6591	0	0.2389	0.004975778	0.062362265	0.395031199	0.347919396	0	0
chr11	94549206	94549207	Rsad1	0.250356244	0.231007061	0	0	0	0	0	0	0	0	0	0.957423608	0.048465008	0	0	0
chr11	94601785	94601786	Acsf2	0.058461465	0.088285204	0	0.199794969	0.4461	0.4573	0.4252	0.2186	0.2579	0	0.543450029	0.160319088	0	0	0.188910474	0.282893944
chr11	94629823	94629824	Lrrc59	0	0.13675582	0.009362518	0.072131097	0.1047	0.0444	0.1061	0.0619	0	0	0	0.10581401	0.046026981	0.021538426	0	0
chr11	94653753	94653754	Eme1	0.096865723	0	0.193670827	0.045623651	0.1238	0	0.1381	0.0534	0.0923	0	0	0	0	0	0.081973647	0.072486966
chr11	94653790	94653791	Mrpl27	0	0.024726565	0	0	0.2389	0.0988	0	0	0.0221	0.143	0.090004321	0	0	0.00445861	0	0
chr11	94677492	94677493	Xylt2	0.151947619	0.29112453	0	0	0.0348	0.1522	0.1154	0.2464	0.0311	0.0475	0	0	0.13666905	0.174569761	0.011772688	0.139162099
chr11	94991211	94991212	Ppp1r9b	0.138659811	0.293335497	0.188400077	0.202010894	0.1354	0.4054	0.3219	0.6789	0	0.0199	0	0	0	0	0.050578402	0.117729736
chr11	95041370	95041371	Pdk2	0.056099592	0.052079391	0.094380599	0	0.1982	0	0.4881	0.668	0	0	1	1	0	0	0.043429454	0.026327379
chr11	95076713	95076714	Itga3	0.184988636	0.087197923	0.374083695	0.429420762	0	0.1905	0.3682	0.409	0	0	0	0	0	0	0.011577616	0.06653074
chr11	95310245	95310246	Kat7	0	0	0.034684794	0.10673141	0.0877	0.0387	0.0637	0.0207	0	0	0.121361049	0.226576741	0	0	0	0
chr11	95337017	95337018	Fam117a	0.073578842	0.093117877	0.289643258	0.256822978	0.1714	0.1816	0.1065	0.084	0	0	0	0	0	0	0	0
chr11	95384921	95384922	Slc35b1	0.070233194	0	0	0.11200472	0.106	0	0.0678	0	0	0	0	0.317964985	0	0.078766037	0	0
chr11	95414082	95414083	Spop	0	0	0.07867832	0.025990627	0.0285	0.3465	0.083	0.0921	0	0	0.156628728	0.279519088	0.063093491	0.092639305	0	0
chr11	95666956	95666957	Phb	0	0	0	0	0	0.023	0.1206	0.0803	0	0	0	0	0	0	0.098428184	0.016822656
chr11	95723585	95723586	B130006D01Rik	0	0	0	0	0.3261	0.0578	0.2375	0.188	0	0	0	0.19693386	0.229779328	0.023113949	0.185834213	0.156853503
chr11	95749066	95749067	Zfp652	0	0	0.003846928	0	0.1209	0.2948	0.1292	0.1478	0	0	0.608732278	0.731170338	0.079659428	0.130114259	0.092508288	0
chr11	95858816	95858817	4833417C18Rik	0.141841233	0	0.002305489	0.735018008	0	0.2379	0.2896	0.0145	0	0	0	0	0.197997384	0.1147599	0.094796813	0
chr11	95914870	95914871	B4galnt2	0	0	0.517248436	0.394870458	0	0	0.2161	0.0938	0	0	1	0	0	0.094685711	0.042726895	0.00825156
chr11	96005943	96005944	Igf2bp1	0	0	0	0	0.1477	0.3194	0.2971	0.2801	0	0	0.000700924	0	0	0	0.030709974	0.005589579
chr11	96034916	96034917	Snf8	0.019111682	0	0.391159793	0.320334074	0	0	0.1686	0.2158	0	0	0.239715561	0.069949983	0	0	0.220250587	0
chr11	96065363	96065364	Ube2z	0	0.100670419	0	0	0.0974	0.057	0.1462	0.0458	0.0234	0	0	0	0.027272758	0.044327331	0	0
chr11	96075693	96075694	Atp5g1	0.149967008	0.016906282	0	0.010901275	0.1532	0.1314	0.0597	0.0686	0	0.0279	0.487175967	0.676282072	0	0	0	0
chr11	96111961	96111962	Calcoco2	0	0	0	0	0.3065	0.0596	0.1931	0.3713	0	0	1	0.525112764	0	0	0	0.163534015
chr11	96133785	96133786	Ttll6	0	0	0	0	0	0.258	0.4949	0.6446	0	0	0	0	0	0.013928483	0	0
chr11	96251659	96251660	Gm53	0	0	0.520374869	0.909370972	0	0	0.075	0.3807	0	0	0	0	0	0	0.019147619	0
chr11	96464590	96464591	Skap1	0.338230802	0.398553299	0.347223604	0.17689461	0.502	0.3883	0.1798	0.88	0	0	0.282352253	0	0	0	0	0
chr11	96777554	96777555	Snx11	0	0	0	0	0.1557	0.2406	0.5539	0.3863	0	0	0.22467029	0.629628499	0	0	0.185563488	0.187887303
chr11	96789135	96789136	Cbx1	0	0	0	0	0.1917	0.1688	0.274	0.1666	0.1165	0.1443	0	0	0	0	0	0
chr11	96829967	96829968	Nfe2l1	0.067799624	0	0	0.058069857	0.1394	0.0659	0.1688	0.0695	0.1409	0	0	0.052360348	0	0	0	0
chr11	96849875	96849876	Copz2	0	0.001129165	0	0	0	0	0.4634	0.3713	0.094	0.177	1	1	0.006106675	0.068862247	0	0
chr11	96916480	96916481	Cdk5rap3	0.259630845	0.233789382	0	0	0	0.0719	0.1731	0.2148	0	0	0.148689488	0.045351222	0	0.022380425	0.109737352	0.114997639
chr11	96929323	96929324	Prr15l	0.023788529	0.018552633	0	0	0.2581	0.2265	0.2441	0.2971	0	0	0	0	0.225098197	0.045483934	0.17124164	0.083164922
chr11	96944018	96944019	Pnpo	0	0	0.128722053	0.204065468	0.302	0.4324	0.3791	0.3053	0	0.0967	1	1	0	0	0	0
chr11	96944145	96944146	D030028A08Rik	0.240958169	0.252446505	0	0	0.2919	0.6556	0.2569	0.0201	0	0	0	0	0	0	0.066459455	0.184708479
chr11	96977687	96977688	Sp2	0.05555991	0.076152739	0	0.09074621	0.2425	0.1713	0	0.2647	0	0	0.158714959	0.113647501	0.004326428	0	0	0
chr11	97013568	97013569	Sp6	0.125815417	0.009426088	0	0	0.2945	0.3673	0.3024	0.0525	0	0.0404	1	1	0.284011403	0.382327216	0.055199791	0.166970286
chr11	97029951	97029952	Scrn2	0	0.044941868	0	0	0	0.6651	0.555	0.305	0	0	0	0	0	0	0.068709797	0.023646247
chr11	97041585	97041586	Mrpl10	0.060865402	0.137418719	0.186633182	0	0.0693	0.2235	0.1998	0.1469	0	0	0	0.159392505	0.159043141	0.029956095	0.039028732	0.024740231
chr11	97050819	97050820	Osbpl7	0	0	0.270461306	0.200354975	0.1094	0.3003	0.051	0.0934	0	0	0.02387082	0.137129009	0.029003529	0	0.073181453	0.01744724
chr11	97149711	97149712	Tbkbp1	0.096378161	0	0.345007223	0.006736846	0	0.1715	0.7089	0.2554	0	0	0	0	1	0.96657745	0	0.100761812
chr11	97187891	97187892	Kpnb1	0.192961106	0.098287992	0	0	0	0.1082	0.088	0.0727	0.0166	0.1087	0.258459731	0.459499291	0	0.125869989	0.031722596	0.051090032
chr11	97280575	97280576	Npepps	0	0.042014354	0	0.072510452	0.2545	0.2619	0.3619	0.3016	0	0.0228	0.101827449	0.068866148	0	0	0	0
chr11	97315715	97315716	Mrpl45	0.011058691	0	0	0	0.2012	0.1044	0.2074	0.1894	0	0	0.104191772	0.048655376	0	0	0	0.002168033
chr11	97362550	97362551	Socs7	0	0	0.100564703	0.259815443	0	0.1614	0.2951	0.2684	0.008	0	0.422915575	0.510366631	0.050678791	0	0.067911144	0.043811895
chr11	97450159	97450160	Arhgap23	0	0	0.116065574	0.032983607	0.2557	0.2086	0.5121	0.4173	0	0	0	0	0.06735874	0.045156996	0	0
chr11	97575125	97575126	Srcin1	0	0.172728153	0.004726503	0	0.4125	0.5181	0.2388	0.1764	0	0	0	0	0.216647073	0.077627872	0	0
chr11	97598510	97598511	2410003L11Rik	0	6.32E-06	0.030787713	0	0.0803	0.1915	0	0.0694	0.0166	0	0.101262458	0	0.190409198	0.150746105	0.095924174	0.182589938
chr11	97629715	97629716	E130012A19Rik	0	0.032883458	0.311470615	0.128954806	0.2829	0.3239	0.1949	0.4036	0	0.1321	0.540075491	0.249303007	0.272699305	0.242571672	0	0
chr11	97663411	97663412	Mllt6	0	0.123369527	0	0	0.2118	0.3033	0.1099	0.1404	0.0147	0	0.086131687	0.68113343	0.085917275	0.03503802	0.012786832	0
chr11	97685951	97685952	Cisd3	0	0.36362117	0.339262306	0	0.2149	0.3899	0.2307	0	0	0.3043	1	1	0.111564522	0.279149072	0	0
chr11	97700496	97700497	Pcgf2	0	0	0	0.04108165	0	0.2656	0	0	0	0	0.430335588	0.070521438	0.067502176	0.176177693	0	0
chr11	97703433	97703434	Psmb3	0	0	0	0	0.1514	0.2357	0.1199	0.0808	0.0626	0.061	0.332585333	0.210387331	0	0	0.055006228	0
chr11	97744703	97744704	Pip4k2b	0	0.064710333	0	0	0.2233	0.2252	0.1693	0.1714	0	0	0	0	0.004204929	0	0	0.070144472
chr11	97766612	97766613	Cwc25	0.074685971	0	0	0	0	0.0124	0.0248	0.0569	0	0.1922	0.384581118	0.095779279	0.064991258	0.060608469	0	0
