Chr11	TSSStart	TSSStop	GeneName	P4D7F4_R1	P4D7F4_R2	Ev9D_R1	Ev9D_R2	Ev12A_R1	Ev12A_R2	X739D12_R1	X739D12_R2	CL3_DelR1N_FBC_R1	CL3_DelR1N_FBC_R2	CL6_DelBFLXist_R1	CL6_DelBFLXist_R2	MiniXist_R1	MiniXist_p.value1	MiniXist_R2	MiniXist_p.value2	MiniXist_Fishers_p.value	MiniXist_q.vaule	DelB_MiniXist_R1	DelBMiniXist_p.value1	DelB_MiniXist_R2	DelB_MiniXist_p.value2	DelB_MiniXist_Fishers_p.value	DelB_MiniXist_q.vaule	rRS	MiniXist_cRS	DelB_MiniXist_cRS	site	site2	Sig
chr11	102393402	102393403	Rundc3a	0.812643513	0.587112514	0.335847768	0.508671292	0.7584	0.7002	0	0	0	0	0	0.055232625	0	0.4948	0.0582	0.4017	0.519889902	0.608316432	0.0067	0.4804	0.372	0.0658	0.140800952	0.49865686	0.56106877175	0	0	103	R	0.714334005214527
chr11	102407516	102407517	Slc25a39	0	0	0.009862682	0	0.3467	0.2804	0.313579965	0.033368574	0	0	0.020589312	0.076808695	0.1798	1e-04	0.118	0.0081	1.22e-05	5.14e-05	0	0.498	0.1305	0.0112	0.034519748	0.192624008	0.0024656705	0.1464343295	0.0627843295	103	R	5.9962126334819
chr11	102430321	102430322	Grn	0.039795845	0	0.067104478	0.123010824	0.1812	0.3187	0.314149733	0	0	0	0.00826683	0	0.1875	0.0052	0.4097	0	0	0	0	0.491	0.1493	0.0404	0.097599782	0.388278953	0.05747778675	0.24112221325	0.01717221325	103	R	21.9054771887919
chr11	102447662	102447663	Fam171a2	0	0	0.072018503	0	0.1265	0.2348	0	0	0	0	0	0.078132133	0.2921	0.0213	0.4491	0.0014	0.000340554	0.001146533	0.4353	0.0015	0	0.51	0.006254361	0.05445607	0.01800462575	0.35259537425	0.19964537425	103	R	2.32651961130427
chr11	102469882	102469883	Itga2b	0	0.361001528	0	0	0.5555	0.5352	1	0	0	0.276113169	0.23510574	0.188410353	0.5112	0.0045	0.5613	0.001	5.99e-05	0.000237257	0.1524	0.1727	0.1271	0.1994	0.150440206	0.503127842	0.090250382	0.445999618	0.049499618	103	R	12.1505735715738
chr11	102556157	102556158	Gpatch8	0	0	0.284479838	0	0.0255	0.2349	0	0.027475471	0	0	0.105565925	0.0503982	0.1707	0	0.2376	0	0	0	0	0.493	0	0.496	0.58892746	0.611534142	0.0711199595	0.1330300405	0	103	R	42.1389170131285
chr11	102604430	102604431	Fzd2	1	0	0	0.894780918	0.4305	0.1395	0.04805612	0	0	0	0.286523242	0	0	0.4993	0	0.5004	0.596365213	0.608316432	0.1077	0.2461	0.0294	0.4306	0.343831663	0.611534142	0.4736952295	0	0	103	R	1.01072744852518
chr11	102665584	102665585	Gm1564	0	0.094421128	0.304847202	0.394482256	0.116	0.4167	0	0	0	0	0.115778539	0.165352028	0.4822	0	0.341	0	0	0	0.1043	0.0912	0	0.5026	0.187137424	0.574174908	0.1984376465	0.2131623535	0	103	R	37.3512502398467
chr11	102697724	102697725	Ccdc43	0	0	0.100159444	0	0.1909	0.2723	0.124047838	0.240655687	0	0	0.002931423	0	0.4789	0	0.3182	0	0	0	0	0.5009	0.0572	0.2135	0.346007823	0.611534142	0.025039861	0.373510139	0.003560139	103	R	42.1389170131285
chr11	102761438	102761439	Adam11	0.396557551	0.402119746	0	0	0	0.2008	1	1	0	0	0.256169076	0.008196903	0.6611	9e-04	0.3987	0.0306	0.000316706	0.001069811	0	0.5017	0	0.496	0.594967244	0.611534142	0.19966932425	0.33023067575	0	103	R	13.9090851336032
chr11	102819685	102819686	Gjc1	0	0.049056098	0	0.01741553	0.2713	0.3746	0	0	0.136502976	0	0	0	0.2919	0	0.2791	0	0	0	0	0.5036	0	0.5022	0.600587977	0.611534142	0.016617907	0.268882093	0	103	R	42.1389170131285
chr11	102880974	102880975	Eftud2	0	0	0	0.058761367	0	0	0	0.03077531	0	0	0.005278953	0	0.033	0.1957	0.0468	0.1064	0.101441336	0.167138254	0	0.5052	0	0.4981	0.598841911	0.611534142	0.01469034175	0.02520965825	0	103	R	3.63763796759517
chr11	102925123	102925124	Kif18b	0.038339327	0.047128832	0	0	0.0063	0.0931	0.137982984	0.271784914	0	0	0	0.020754453	0.1587	0	0.074	0.0595	0	0	0	0.4961	0	0.502	0.59524396	0.611534142	0.02136703975	0.09498296025	0	103	R	42.1389170131285
chr11	102946460	102946461	C1ql1	0.135592038	0	0.039062936	0.509754488	0	0.1338	1	1	0.169109986	0	0	0.002511633	0.3157	0.0174	0.2351	0.0311	0.004611504	0.011557368	0	0.4932	0.1249	0.2579	0.389478046	0.611534142	0.1711023655	0.1042976345	0	103	R	9.06989163388534
chr11	103017146	103017147	Dcakd	0.071934998	0.005240047	0.32522724	0.047697449	0.2325	0.3547	0	0	0.034025077	0	0.178015916	0.100014262	0.1363	0.0196	0.2375	0	0	0	0.0447	0.2574	0	0.4963	0.390613729	0.611534142	0.1125249335	0.0743750665	0	104	R	42.1389170131285
chr11	103028561	103028562	Nmt1	0.067972029	0	0	0.041764476	0.0215	0.1172	0.093280843	0	0	0	0.032662975	0.095341959	0	0.4959	0	0.5083	0.59942912	0.608316432	0	0.495	0.0214	0.3126	0.443480633	0.611534142	0.02743412625	0	0	104	R	1.01072744852518
chr11	103101657	103101658	Plcd3	0.006769268	0.079773573	0	0.025713173	0.1887	0.0781	0.122040887	0.13087256	0	0	0	0	0.5322	0	0.2503	0.006	0	0	0	0.4975	0	0.4954	0.591643027	0.611534142	0.0280640035	0.3631859965	0	104	R	42.1389170131285
chr11	103101687	103101688	Acbd4	0	0.200702313	0	0.242498595	0.5216	0.5698	0	0	0	0	0	0.013000781	0.1915	0.0291	0.0492	0.3062	0.05097236	0.093611849	0	0.4994	0	0.5026	0.597955731	0.611534142	0.110800227	0.009549773	0	104	R	4.81633387451582
chr11	103116324	103116325	Hexim1	0	0.045755215	0.248070762	0	0.1542	0.1448	0.070879162	0.291066286	0.050861507	0	0.022834475	0	0.1732	0.012	0.113	0.1348	0.012013611	0.02720571	0.0752	0.0965	0	0.4993	0.194308278	0.578912568	0.07345649425	0.06964350575	0	104	R	6.59404171216596
chr11	103133338	103133339	Hexim2	0.138282317	0.028865571	0.216894035	0.438470925	0	0.0818	0.466843359	0.421626558	0	0	0.026921276	0	0.5386	2e-04	0.4381	0.0069	2e-05	8.21e-05	0	0.4969	0	0.5035	0.596835736	0.611534142	0.205628212	0.282721788	0	104	R	19.1294368600225
chr11	103171137	103171138	Fmnl1	0	0	0.577285282	0.855679472	0.3658	0.3118	1	0.710768913	0.020207287	0.081941156	0.118570213	0	0.4068	0.0328	0	0.499	0.083676916	0.143243535	0.136	0.3287	1	3e-04	0.001008222	0.013760867	0.3582411885	0	0.2097588115	104	R	0.453393008159069
chr11	103267400	103267401	Map3k14	0.036438657	0	0.520406653	0.674533053	0.3853	0.4727	0	0	0.13028514	0.139215475	0.019086169	0.083200023	0.0078	0.4692	0.249	0.0366	0.086970093	0.147878441	0.0798	0.2712	0	0.4999	0.406480835	0.611534142	0.30784459075	0	0	104	R	3.88658999449038
chr11	103363691	103363692	Arhgap27	0.365721056	0.094049502	0.157125527	0.143759405	0.044	0.2538	0	0.156398741	0.330930652	0.190702009	0	0	0	0.5098	0.0192	0.4205	0.544512287	0.608316432	0	0.4985	0	0.5003	0.595740468	0.611534142	0.1901638725	0	0	104	R	1.01072744852518
chr11	103412663	103412664	Plekhm1	0	0.012384263	0.067948964	0.161584899	0	0.1262	0.038785411	0.04355257	0.010207771	0.013602436	0.058368887	0.046082786	0.1242	1e-04	0.1194	0	0	0	0	0.501	0	0.5091	0.603536145	0.611534142	0.0604795315	0.0613204685	0	104	R	42.1389170131285
chr11	103697709	103697710	Gosr2	0.058118254	0	0.03305027	0	0.2057	0.3442	0.168244075	0.108319384	0	0	0	0	0.1036	0.0507	0.0722	0.1488	0.044412331	0.083687414	0	0.513	0	0.5067	0.61015441	0.611534142	0.022792131	0.065107869	0	104	R	5.0442149330141
chr11	103954055	103954056	Nsf	0.0303235	0.089580999	0.149895988	0.059124877	0.0528	0.0401	0.052503319	0.001646084	0.026012221	0.030364705	0	0	0	0.502	0.0737	0.0457	0.109540875	0.177018054	0.0324	0.2499	0	0.4963	0.382899697	0.611534142	0.082231341	0	0	104	R	3.52085838232588
chr11	103966870	103966871	Arf2	0	0	0.228349217	0	0.2244	0.2888	0.014284135	0.016260279	0	0	0	0	0.3484	0	0.4066	0	0	0	0	0.5089	0	0.4991	0.60207596	0.611534142	0.05708730425	0.32041269575	0	104	R	42.1389170131285
chr11	104231435	104231436	Mapt	0.328712127	0.002953672	0	0	0.2997	0	0	0	0.025952535	0.004700717	0	0.000546217	0.0464	0.2391	0.4498	0	0	0	0	0.4966	0.0097	0.4502	0.558483708	0.611534142	0.08291644975	0.16518355025	0	105	R	42.1389170131285
chr11	104442290	104442291	Kansl1	0.02391995	0.101167547	0.05583879	0	0.1084	0.0997	0	0.000249622	0	0	0.150990497	0.144089955	0.0036	0.4551	0	0.5017	0.565555687	0.608316432	0.0153	0.2873	0.0047	0.4279	0.380620399	0.611534142	0.04523157175	0	0	105	R	1.01072744852518
chr11	104550619	104550620	Cdc27	0.077342193	0.048752532	0	0	0.0961	0.18	0	0.032357712	0	0	0.112095401	0.071007188	0.0252	0.2435	0	0.4955	0.375817026	0.487422988	0.0594	0.0456	0.0447	0.1131	0.032322879	0.183405102	0.03152368125	0	0.02052631875	105	R	0.423701911575654
chr11	104550662	104550663	Myl4	0.103232438	0.385782509	0	0.01475341	0.4706	0.3756	0	0	0	0	0.083057298	0.014013904	0.0027	0.499	1	0.0075	0.024655595	0.050820717	0	0.5027	0	0.5036	0.600934008	0.611534142	0.12594208925	0.37540791075	0	105	R	6.05844883268397
chr11	104607999	104608000	Itgb3	0	0	0	0	0.5288	0.0441	0.778312942	0	0.170085931	0.195802958	0	0	0.2781	0.0501	0.2495	0.093	0.029674569	0.059501967	0	0.503	0	0.4991	0.598023266	0.611534142	0	0.2638	0	105	R	5.73776917611266
chr11	105126424	105126425	Mettl2	0.01942506	0.071887285	0.067379598	0.177299203	0.2299	0	0	0	0	0	0.12543893	0	0	0.5019	0	0.5101	0.604846073	0.608316432	0	0.4884	0.0427	0.2614	0.390449376	0.611534142	0.0839977865	0	0	106	R	1.01072744852518
chr11	105181432	105181433	1700052K11Rik	0	0	0.223875382	0.207375897	0.1998	0.2111	0.202545953	0.056696736	0	0	0.061423592	0	0.4355	0.0066	0.2999	0.0894	0.004977176	0.012412218	0.0747	0.2325	0.0042	0.495	0.363913876	0.611534142	0.10781281975	0.25988718025	0	106	R	8.92479118881721
chr11	105181529	105181530	Tlk2	0	0	0	0.024688097	0.0552	0	0.025902731	0.003819915	0	0	0.038969467	0.083984895	0.046	0.07	0.118	1e-04	9.01e-05	0.000345962	0.0356	0.1103	1e-04	0.4953	0.213453434	0.611534142	0.00617202425	0.07582797575	0.01167797575	106	R	16.2046157975054
chr11	105292645	105292646	Mrc2	0.370957114	0.76288609	0	0.030276452	0	0.0107	0.094579701	0	0.017713935	0	0.028817587	0	0.2455	0.061	0	0.5011	0.137179979	0.214144945	0	0.4932	0	0.4941	0.587745932	0.611534142	0.291029914	0	0	106	R	3.13369413837758
chr11	105589985	105589986	Tanc2	0.04469491	0.111460625	0	0	0.1381	0.4303	0.010871292	0.006533811	0	0	0.001920417	0	0.1653	0.0015	0.0783	0.0702	0.001069711	0.003140721	0.09	0.0077	0.0566	0.0669	0.004415226	0.042470271	0.03903888375	0.08276111625	0.03426111625	106	R	1.82443561062273
chr11	105944146	105944147	Cyb561	0	0	0.023524686	0	0.0661	0.0652	0	0	0.086818656	0.008023072	0.009203013	0.004545101	0.1595	0.0652	0.2114	0.02	0.009965584	0.022927653	0	0.499	0	0.5012	0.596710537	0.611534142	0.0058811715	0.1795688285	0	106	R	7.67696332649048
chr11	106008202	106008203	Kcnh6	0	0	0	0.121791644	0.3256	0.2712	0	0	0.045954671	0.03278163	0.100654915	0.022235687	0.3049	0.0355	0.7297	0	0	0	0	0.5063	0	0.5106	0.608236903	0.611534142	0.030447911	0.486852089	0	107	R	42.1389170131285
chr11	106036871	106036872	Dcaf7	0.032877929	0.043813074	0	0	0.1306	0.0586	0	0.035001359	0	0	0.073869344	0.059042438	0.1444	6e-04	0	0.4965	0.002716476	0.00723085	0	0.5053	0.007	0.44	0.556626731	0.611534142	0.01917275075	0.05302724925	0	107	R	10.0234932986621
chr11	106066106	106066107	Taco1	0.029084667	0	0.365101402	0.200553172	0	0	0	0	0	0	0	0	0.1107	0.2699	0.2388	0.0907	0.115298063	0.184842927	0.0247	0.4211	0	0.5051	0.541928793	0.611534142	0.14868481025	0.02606518975	0	107	R	3.43290381195854
chr11	106084901	106084902	Map3k3	0.012694156	0	0	0	0.0736	0.3056	0.046557998	0	0	0	0	0	0.0993	0.008	0.0575	0.086	0.005697825	0.013943051	0	0.5049	0.0226	0.3011	0.438396793	0.611534142	0.003173539	0.075226461	0.008126461	107	R	8.68830563211999
chr11	106160141	106160142	Limd2	0	0	0	0	0	0	1	1	0	0	0	0	0.3081	2e-04	0.2622	0.0023	7.17e-06	3.12e-05	0	0.502	0.1277	0.0418	0.102064526	0.402676451	0	0.28515	0.06385	107	R	11.4059045278167
chr11	106193602	106193603	Strada	0	0	0.404277602	0.377771232	0	0	0.147580371	0.004212696	0.075600322	0	0	0	0	0.5006	0	0.4987	0.59608706	0.608316432	0	0.5046	0	0.5017	0.600931398	0.611534142	0.1955122085	0	0	107	R	1.01072744852518
chr11	106216366	106216367	Ccdc47	0	0	0.028119369	0	0.0459	0.3263	0.232765905	0	0.083760386	0.012172268	0.001276374	0.109537574	0	0.4927	0	0.499	0.590796074	0.608316432	0.0224	0.29	0	0.497	0.423315519	0.611534142	0.00702984225	0	0.00417015775	107	R	1.01072744852518
chr11	106216925	106216926	Ddx42	0.04233523	0	0	0.086997769	0.0211	0	0.074773828	0.536577269	0.05323566	0.125471692	0	0.052026763	0.0142	0.3638	0	0.5008	0.492407628	0.602096494	0	0.5055	0.0331	0.2266	0.362742493	0.611534142	0.03233324975	0	0	107	R	1.03162577417032
chr11	106255801	106255802	Ftsj3	0	0	0.003645891	0.035148648	0	0	0.299834141	0.434762387	0.003636932	0.061977487	0.031015978	0.032621038	0	0.5029	0.0519	0.0717	0.155865035	0.237800128	0	0.507	0.094	0.0323	0.083713515	0.351931836	0.00969863475	0.01625136525	0.03730136525	107	R	1.37537136455008
chr11	106256184	106256185	Psmc5	0.077958397	0.197039376	0	0.242965815	0.2568	0.0773	0.415804443	0.151908505	0.159768335	0.320094585	0	0	0.0792	0.0945	0.0152	0.3914	0.158941111	0.241762834	0.0698	0.1171	0.2365	6e-04	0.000742178	0.010863765	0.129490897	0	0.023659103	107	R	0.313953313439579
chr11	106272971	106272972	Smarcd2	0	0.052823197	0.045628288	0.129874687	0.0372	0.1346	0	0	0	0	0.140799607	0.153577025	0	0.5038	0.0525	0.1755	0.30288908	0.418492437	0.0143	0.3793	0.0348	0.2895	0.35237484	0.611534142	0.057081543	0	0	107	R	1.77129713359081
chr11	106487795	106487796	Ern1	0	0	0	0	0.022	0	0	0	0	0	0.022232528	0.027480039	0.0141	0.4064	0	0.4964	0.524675591	0.608316432	0.0308	0.2892	0	0.5024	0.4255657	0.611534142	0	0.00705	0.0154	107	R	1.01072744852518
chr11	106500990	106500991	Snord104	0	0.066401994	0.064186888	0	0.307	0.0223	0.073469951	0.239918768	0	0	0	0.009844666	0	0.5025	0.2352	0.0032	0.011951885	0.02712675	0	0.4958	0	0.4896	0.586407853	0.611534142	0.0326472205	0.0849527795	0	107	R	7.33499121118319
chr11	106612929	106612930	Tex2	0.051237428	0.130500008	0	0	0	0.1994	0	0	0	0	0.119615745	0.002600274	0.1572	0	0.1272	0.0015	0	0	0	0.4962	0	0.4992	0.593378743	0.611534142	0.045434359	0.096765641	0	107	R	42.1389170131285
chr11	106715280	106715281	Pecam1	0.098835454	0.216458206	0	0	0.1913	0.1419	0	0	0	0	0	0	0.1775	0	0.0932	0.0044	0	0	0	0.4925	0	0.5001	0.591415734	0.611534142	0.078823415	0.056526585	0	107	R	42.1389170131285
chr11	106779536	106779537	Polg2	0	0	0	0	0.1567	0.1937	0.089541534	0	0	0	0	0.077808917	0	0.497	0	0.497	0.59240922	0.608316432	0	0.5014	0	0.5022	0.599066703	0.611534142	0	0	0	107	R	1.01072744852518
chr11	106788493	106788494	Ddx5	0	0	0	0.034068921	0.0152	0	0.065561401	0.348657871	0	0	0.122971068	0.045934441	0	0.502	0.0693	4e-04	0.001910251	0.005257093	0.0534	4e-04	0.036	0.0578	0.000269922	0.004637136	0.00851723025	0.02613276975	0.03618276975	107	R	0.976648821036344
chr11	106789251	106789252	Cep95	0.044749074	0	0	0	0	0	0.24168579	0.158947902	0	0	0.087764831	0.025648489	0	0.491	0	0.5006	0.590708097	0.608316432	0	0.5051	0	0.5017	0.601275877	0.611534142	0.0111872685	0	0	107	R	1.01072744852518
chr11	106920714	106920715	Smurf2	0	0	0	0.080446791	0.0559	0.2955	0.064436938	0.062930927	0.03447561	0	0.026072027	0.029526433	0.1491	0	0.1605	0	0	0	0.0308	0.186	0.1488	0	0	0	0.02011169775	0.13468830225	0.06968830225	107	R	1
chr11	106999524	106999525	Kpna2	0.013180525	0.05515698	0	0	0	0.0643	0	0	0	0.049616359	0.01217382	0	0	0.5089	0	0.5082	0.608380548	0.608983502	0	0.5089	0	0.5092	0.609068276	0.611534142	0.01708437625	0	0	107	R	1.00849886445772
chr11	107131921	107131922	Bptf	0	0	0	0	0	0.1505	0	0	0.028719907	0	0	0	0.0941	4e-04	0.0984	1e-04	7.21e-07	3.34e-06	0.0821	0.0011	0.0514	0.0211	0.000270882	0.004637136	0	0.09625	0.06675	108	R	2.34649099212996
chr11	107189380	107189381	Nol11	0	0.033172016	0.017015308	0.026917144	0.1646	0.1472	0.256876114	0.15294981	0	0	0	0	0.2233	0	0.1293	2e-04	0	0	0.0222	0.2733	0.032	0.2438	0.247105504	0.611534142	0.019276117	0.157023883	0.007823883	108	R	42.1389170131285
chr11	107470719	107470720	Pitpnc1	0.059459006	0.06724993	0	0	0.4958	0.5334	0.039604011	0.071236049	0	0	0.077470855	0.127160999	0.3066	0	0.2239	0	0	0	0	0.5028	0.0012	0.4923	0.593135023	0.611534142	0.031677234	0.233572766	0	108	R	42.1389170131285
chr11	107479527	107479528	Psmd12	0	0	0	0	0.0129	0	0	0	0	0	0.095043275	0.108807955	0.0868	0.02	0	0.4988	0.055941149	0.101437272	0.0145	0.3691	0.116	0.0208	0.045061718	0.232205791	0	0.0434	0.06525	108	R	1.56719791213379
chr11	107547959	107547960	Helz	0	0	0	0	0.1261	0.1576	0	0	0.007869861	0.0305946	0.241427188	0.127471575	0.1096	2e-04	0.1258	0	0	0	0	0.493	0	0.4957	0.588719109	0.611534142	0	0.1177	0	108	R	42.1389170131285
chr11	107915054	107915055	Cacng5	0.053798195	0.181485463	0	0	0.1597	0	0.878193702	1	0.420456167	0.337688667	0.211249201	0.208656866	0.7773	1e-04	0.6346	0.005	7.75e-06	3.36e-05	0.0145	0.4752	0.1341	0.3164	0.435237797	0.611534142	0.0588209145	0.6471290855	0.0154790855	108	R	20.9460748088225
chr11	108343887	108343888	Prkca	0	0	0.033863171	0	0	0	0.106952646	0.022504173	0.001368823	0.046334121	0	0	0.0044	0.4808	0.296	1e-04	0.000526122	0.001692032	0	0.5035	0.0752	0.0454	0.109229305	0.426386999	0.00846579275	0.14173420725	0.02913420725	109	R	7.48682004984623
chr11	108425265	108425266	Cep112	0	0	0.135000454	0.13706008	0.0443	0.1868	0	0	0	0	0	0	0	0.4991	0.1396	0.0325	0.083073987	0.142452847	0.0056	0.4508	0	0.4977	0.5596715	0.611534142	0.0680151335	0.00178486650000001	0	109	R	3.96259797244699
chr11	108920348	108920349	Axin2	0.029610223	0.065660085	0	0	0.1349	0.0749	0	0	0.134063376	0.063906163	0	0	0	0.4944	0	0.504	0.595432148	0.608316432	0	0.5002	0	0.492	0.59113422	0.611534142	0.023817577	0	0	109	R	1.01072744852518
chr11	109298180	109298181	Rgs9	0.287874458	0.17986315	0.287932092	0.659741803	0	0.0235	0.745160732	0.732408718	0.132806518	0.074010506	0.15567773	0.221509471	0.038	0.387	0.1088	0.2588	0.330616671	0.4446376	0.1962	0.1101	0	0.5051	0.216293465	0.611534142	0.35385287575	0	0	110	R	1.64807090077325
chr11	109362793	109362794	Gna13	0.065442719	0	0	0.038073935	0.1056	0	0.109702769	0.050810482	0	0	0	0	0.0722	0.0203	0.0792	0.0109	0.002083506	0.005687409	0	0.5018	0	0.4975	0.596081897	0.611534142	0.0258791635	0.0498208365	0	110	R	10.5117188890937
chr11	109363653	109363654	Gm11696	0	0	0.321301638	0.172104198	0.6424	0.178	0.020079855	0	0.10041947	0	0	0.018291218	0.2538	0.0828	0.3302	0.1408	0.063557717	0.112817741	0.0229	0.4265	0	0.4971	0.540868226	0.611534142	0.123351459	0.168648541	0	110	R	4.43686555156224
chr11	109425945	109425946	Amz2	0	0	0	0.002178197	0.1924	0.0243	0	0	0	0	0.016693975	0.017428172	0.2917	0.0015	0.1399	0.0511	0.000803005	0.002442878	0	0.4962	0	0.501	0.594623562	0.611534142	0.00054454925	0.21525545075	0	110	R	12.2301091888682
chr11	109473373	109473374	Arsg	0	0	0	0	0	0	0	0	0	0.000539395	0.125435257	0	0.0911	0.2013	0.032	0.3863	0.276374596	0.385550196	0	0.4954	0.1789	0.0073	0.023948912	0.149311119	0	0.06155	0.08945	110	R	0.501168589475214
chr11	109473595	109473596	Slc16a6	0	0	0.082443885	0.025408026	0.1129	0.1519	0.463224192	0	0	0	0.121807906	0	0	0.5027	0	0.4962	0.595796277	0.608316432	0.1962	0.0069	0.0713	0.2288	0.011763265	0.091391521	0.02696297775	0	0.10678702225	110	R	0.207748704819266
chr11	109611388	109611389	Wipi1	0	0	0	0	0.2086	0.2304	0.059191523	0	0.126979862	0.141699182	0	0.063705285	0.0638	0.2607	0.0338	0.3779	0.32683627	0.4419323	0	0.5157	0.0343	0.3235	0.465583939	0.611534142	0	0.0488	0.01715	110	R	1.66048053452979
chr11	109650948	109650949	Prkar1a	0	0	0.291288371	0.180563285	0.0264	0	0	0	0	0	0	0.016400645	0.243	0	0.0447	0.2075	0	0	0	0.5021	0	0.5016	0.59913604	0.611534142	0.117962914	0.025887086	0	110	R	42.1389170131285
chr11	109995815	109995816	Abca8b	0.303630825	0.136443912	0	0	1	0	0.032868123	0.183656958	0.215814325	0.311380828	0	0.516449515	0	0.4996	0.4215	0.0546	0.12552506	0.199027176	0	0.502	0	0.5091	0.6042312	0.611534142	0.11001868425	0.10073131575	0	110	R	3.28256365676567
chr11	110337715	110337716	Abca5	0.236918376	0.218926191	0	0.032306924	0.0523	0.0332	0	0	0.047805809	0.203917179	0.04484939	0	0	0.5009	0.1673	0.1254	0.236653445	0.339035433	0	0.4904	0	0.4925	0.584675181	0.611534142	0.12203787275	0	0	111	R	2.19944034980019
chr11	110399121	110399122	Map2k6	0	0	0.23531563	0.360032779	0.0431	0.2089	0.011662965	0.056654103	0.026445726	0.007238314	0	0	0.2593	0.0021	0.1997	0.0113	0.000276425	0.000946405	0	0.4981	0	0.5027	0.597120685	0.611534142	0.14883710225	0.08066289775	0	111	R	14.1583133239457
chr11	113201837	113201838	2610035D17Rik	0	0	0.30740306	0	0.1821	0.1617	0.660204597	0.61415613	0.243287633	0.017827043	0.07326145	0.015722188	0.0734	0.2332	0	0.4981	0.366221076	0.478503605	0	0.5056	0	0.5012	0.6012732	0.611534142	0.076850765	0	0	114	R	1.49881004013812
chr11	113565814	113565815	Slc39a11	0	0.052746871	0.062061266	0	0.2685	0.17	0	0	0.033434594	0.131017506	0.08870159	0.109998924	0.062	0.1365	0.0678	0.1395	0.094468432	0.157968736	0	0.4963	0	0.5068	0.598682827	0.611534142	0.02870203425	0.03619796575	0	114	R	3.75237155291546
chr11	113649528	113649529	Cog1	0.238905737	0.533904234	0.18102061	0.265504673	0.0617	0.0817	0.418493368	0.520889238	0.010660607	0.18053818	0	0.104370777	0.1036	0.1241	0	0.5024	0.235364733	0.337668153	0	0.5006	0	0.5074	0.602093022	0.611534142	0.3048338135	0	0	114	R	2.20765737729893
chr11	113684150	113684151	Fam104a	0.019769787	0.027299129	0.208698114	0.418496724	0.2196	0.2291	0.174152987	0.243478875	0.116065204	0.071431086	0	0	0.2924	1e-04	0.2334	5e-04	8.91e-07	4.11e-06	0	0.5044	0	0.5017	0.600793537	0.611534142	0.1685659385	0.0943340615	0	114	R	25.2180467004782
chr11	113684411	113684412	D11Wsu47e	0.013895065	0.188673182	0.068630456	0.027389871	0.0539	0.0645	0	0	0	0	0	0	0.2582	1e-04	0.3097	0	0	0	0.0614	0.1704	0	0.4997	0.294900716	0.611534142	0.0746471435	0.2093028565	0	114	R	42.1389170131285
chr11	113710016	113710017	Cpsf4l	0.196456468	0.106772756	0	0	0.5233	0.547	0	0	0	0	0.396846542	0.456849175	0.0474	0.3504	0.2887	0.0089	0.021113848	0.044242712	0	0.4927	0	0.4924	0.586212157	0.611534142	0.075807306	0.092242694	0	114	R	6.34030690022368
chr11	113751814	113751815	Cdc42ep4	0.016688406	0	0.008646649	0.025267762	0.1749	0.204	0	0	0	0	0.025351011	0.077905538	0.1231	0.0136	0.0156	0.3862	0.032822196	0.064373038	0	0.5016	0	0.5027	0.599550856	0.611534142	0.01265070425	0.05669929575	0	114	R	5.57776919592591
chr11	114065950	114065951	Sdk2	0.07649903	0.163152199	0	0	0.4405	0.5767	0	0.395050222	0	0	0	0	0.4575	0.0019	0.7835	3e-04	8.77e-06	3.77e-05	0	0.4955	0	0.4973	0.591573905	0.611534142	0.05991280725	0.56058719275	0	115	R	20.7119665905376
chr11	114668542	114668543	Rpl38	0.0966739	0.060210482	0.113465292	0.033815734	0.0286	0	0.01909465	0.258814599	0	0	0	0	0.1379	0	0.1009	3e-04	0	0	0	0.4979	0	0.5011	0.595876736	0.611534142	0.076041352	0.043358648	0	115	R	42.1389170131285
chr11	114675467	114675468	Ttyh2	0.125435414	0.139978714	0	0.082228846	0.0795	0.0106	0.757798804	0.250391628	0.053226414	0.19115062	0	0.117532947	0.35	0	0.3079	1e-04	0	0	0	0.4903	0	0.5004	0.590078354	0.611534142	0.0869107435	0.2420392565	0	115	R	42.1389170131285
chr11	114749748	114749749	Mir466n	0	0	0.130805094	0	0.457	0.1921	0.509358167	0	0	0	0	0.078036379	0.7427	0	0.2069	0.0856	0	0	0	0.502	0	0.5	0.597957887	0.611534142	0.0327012735	0.4420987265	0	115	R	42.1389170131285
chr11	114851531	114851532	Gprc5c	0.178633048	0.156263056	0	0	0.2832	0.66	0.099673873	0.167703654	0.050850668	0	0.035557932	0	0.6926	0	0.5253	0	0	0	0	0.4974	0.0281	0.3327	0.463171748	0.611534142	0.083724026	0.525225974	0	115	R	42.1389170131285
chr11	115163340	115163341	Slc9a3r1	0	0	0	0	0.4068	0.4378	0.705633582	1	0	0	0.027001737	0.031235973	0.171	0.0033	0.0741	0.0919	0.002760026	0.007278398	0	0.5014	0.0289	0.2559	0.391766129	0.611534142	0	0.12255	0.01445	116	R	10.0101659422466
chr11	115187315	115187316	Nat9	0.618682484	0	0	0.016130696	0.5199	0.4227	1	1	0	0	0	0.104942682	0.1554	0.2127	0	0.4943	0.341958522	0.455643941	0.1799	0.0937	0.9375	0	0	0	0.158703295	0	0.399996705	116	R	0.0379304888334458
